Código do Pedido;Nome do destino;UF do destino;Código do serviço;Valor;Prazo Final
0012405474941;São Paulo;SP;BPS;22.59;11
0012405238909;Sumaré;SP;JET;11.91;5
0012405238909;Sumaré;SP;BPS;21.91;9
0012405199504;Caetité;BA;JET;16.6;10
0012405199504;Caetité;BA;BPS;79.28;13
0012405530422;Guarulhos;SP;JET;13.61;4
0012405530422;Guarulhos;SP;BPS;22.89;11
0012405126085;Niterói;RJ;JET;12.67;5
0012405126085;Niterói;RJ;BPS;41.88;9
0012405691922;São Paulo;SP;JET;13.91;3
0012405691922;São Paulo;SP;BPS;22.96;11
0012405217991;Santo Antônio das Queimadas;PE;JET;25.38;22
0012405217991;Santo Antônio das Queimadas;PE;BPS;94.53;14
0012405233469;Barueri;SP;JET;10.8;4
0012405233469;Barueri;SP;BPS;21.59;11
0012405634066;Rio de Janeiro;RJ;JET;12.64;4
0012405634066;Rio de Janeiro;RJ;BPS;39.21;9
0012405789807;Altinho;PE;JET;18.92;22
0012405789807;Altinho;PE;BPS;52.45;14
0012405207514;Guarujá;SP;JET;14.36;5
0012405207514;Guarujá;SP;BPS;27.16;9
0012405247339;Sumaré;SP;JET;11.94;5
0012405247339;Sumaré;SP;BPS;25.04;9
0012405677865;Ribeirão Preto;SP;JET;14.19;4
0012405677865;Ribeirão Preto;SP;BPS;25.68;9
0012405536564;Belém;PA;JET;19.07;13
0012405536564;Belém;PA;BPS;35.18;13
0012405895447;São Raimundo das Mangabeiras;MA;JET;22.33;22
0012405895447;São Raimundo das Mangabeiras;MA;BPS;95.36;26
0012405113208;Salto;SP;JET;11.91;5
0012405113208;Salto;SP;BPS;21.75;9
0012405800957;Barra dos Coqueiros;SE;JET;18.12;13
0012405800957;Barra dos Coqueiros;SE;BPS;33.95;14
0012405181748;Salvador;BA;JET;16.04;7
0012405181748;Salvador;BA;BPS;31.39;11
0012405191526;Piraí;RJ;JET;11.83;7
0012405191526;Piraí;RJ;BPS;20.78;11
0012405128844;Belém;PA;JET;19.97;13
0012405128844;Belém;PA;BPS;35.54;13
0012405146051;Jundiaí;SP;JET;11.9;5
0012405146051;Jundiaí;SP;BPS;25.09;10
0012405041690;Novo Gama;GO;JET;16.06;8
0012405041690;Novo Gama;GO;BPS;98.42;10
0012405436863;Porto Velho;RO;JET;24.85;13
0012405436863;Porto Velho;RO;BPS;62.53;18
0012405844753;Nova Iguaçu;RJ;JET;14.34;7
0012405844753;Nova Iguaçu;RJ;BPS;42.38;9
0012405691568;Navegantes;SC;JET;13.5;4
0012405691568;Navegantes;SC;BPS;27.91;7
0012405825929;Goiana;PE;JET;19.55;11
0012405825929;Goiana;PE;BPS;85.01;14
0012405619367;Brasília;DF;JET;11.87;5
0012405619367;Brasília;DF;BPS;20.13;9
0012405117147;Barueri;SP;JET;12.74;3
0012405117147;Barueri;SP;BPS;22.81;11
0012405128348;Brasília;DF;JET;13.35;5
0012405128348;Brasília;DF;BPS;22.87;9
0012405656355;Camaçari;BA;JET;16.02;8
0012405656355;Camaçari;BA;BPS;79.29;11
0012405522825;Santos;SP;JET;10.56;5
0012405522825;Santos;SP;BPS;20.77;9
0012405619993;Abadia de Goiás;GO;JET;14.88;9
0012405619993;Abadia de Goiás;GO;BPS;26.32;11
0012405549043;Ibirité;MG;JET;11.49;6
0012405549043;Ibirité;MG;BPS;21.6;10
0012405664781;Arapongas;PR;JET;10.81;6
0012405664781;Arapongas;PR;BPS;20.96;11
0012405323794;Cuiabá;MT;JET;19.62;8
0012405323794;Cuiabá;MT;BPS;31.95;10
0012405683022;Oriente;SP;JET;13.03;6
0012405683022;Oriente;SP;BPS;27.26;9
0012405369285;Barueri;SP;JET;12.74;4
0012405369285;Barueri;SP;BPS;22.81;11
0012405813562;Formosa;GO;JET;14.13;9
0012405813562;Formosa;GO;BPS;97.47;10
0012405126895;Mesquita;RJ;JET;16.61;6
0012405126895;Mesquita;RJ;BPS;42.64;9
0012405113181;Ribeirão Preto;SP;JET;11.48;4
0012405113181;Ribeirão Preto;SP;BPS;24.94;9
0012405187653;Guarulhos;SP;JET;10.6;4
0012405187653;Guarulhos;SP;BPS;20.78;11
0012405341143;Rio de Janeiro;RJ;JET;14.52;4
0012405341143;Rio de Janeiro;RJ;BPS;39.72;9
0012405435837;Londrina;PR;JET;9.59;5
0012405435837;Londrina;PR;BPS;20.12;9
0012405176543;Gaspar;SC;JET;12.34;3
0012405176543;Gaspar;SC;BPS;25.95;8
0012405176543;Gaspar;SC;NEX;9.85;3
0012405504538;Boa Vista;RR;JET;25.94;13
0012405504538;Boa Vista;RR;BPS;70.63;26
0012405243778;Brasília;DF;JET;15.91;5
0012405243778;Brasília;DF;BPS;23.4;9
0012405296936;Manaus;AM;JET;26.38;12
0012405296936;Manaus;AM;BPS;40.28;26
0012405780664;São José do Rio Preto;SP;JET;12.24;5
0012405780664;São José do Rio Preto;SP;BPS;26.84;8
0012405109596;Santo Estêvão;BA;JET;13.7;10
0012405109596;Santo Estêvão;BA;BPS;38.61;15
0012405578810;Angra dos Reis;RJ;JET;13.68;6
0012405578810;Angra dos Reis;RJ;BPS;24.35;10
0012405142121;Rio de Janeiro;RJ;JET;14.33;4
0012405142121;Rio de Janeiro;RJ;BPS;39.67;9
0012405699986;Uarini;AM;JET;41.2;27
0012405699986;Uarini;AM;BPS;213.91;35
0012405340629;Belo Horizonte;MG;JET;11.52;5
0012405340629;Belo Horizonte;MG;BPS;26.06;9
0012405219478;Brasília;DF;JET;13.3;6
0012405219478;Brasília;DF;BPS;22.86;9
0012405247895;Mauá;SP;JET;10.56;3
0012405247895;Mauá;SP;BPS;21.59;11
0012405647187;Garça;SP;JET;12.47;6
0012405647187;Garça;SP;BPS;27.31;9
0012405263313;Cruzeiro;SP;JET;11.98;5
0012405263313;Cruzeiro;SP;BPS;26.61;9
0012405393214;Belo Horizonte;MG;JET;12.51;5
0012405393214;Belo Horizonte;MG;BPS;29.04;9
0012405173959;Cambé;PR;JET;11.85;6
0012405173959;Cambé;PR;BPS;25.23;11
0012405870022;Jales;SP;JET;13.57;6
0012405870022;Jales;SP;BPS;23.71;11
0012405728645;Santa Rosa;RS;JET;12.16;6
0012405728645;Santa Rosa;RS;BPS;21.45;9
0012405563247;Macaé;RJ;JET;11.98;6
0012405563247;Macaé;RJ;BPS;26.98;9
0012405828702;Manhuaçu;MG;JET;16.22;7
0012405828702;Manhuaçu;MG;BPS;26.77;10
0012405326781;Rio de Janeiro;RJ;JET;11.69;4
0012405326781;Rio de Janeiro;RJ;BPS;38.94;9
0012405295581;Carapicuíba;SP;JET;14.29;4
0012405295581;Carapicuíba;SP;BPS;23.2;11
0012405346667;Ribeirão Preto;SP;JET;10.56;4
0012405346667;Ribeirão Preto;SP;BPS;20.77;9
0012405976868;Santos;SP;JET;12.17;4
0012405976868;Santos;SP;BPS;24.15;9
0012405643816;São João de Meriti;RJ;JET;11.74;7
0012405643816;São João de Meriti;RJ;BPS;38.92;9
0012405093206;Bragança Paulista;SP;JET;11.72;5
0012405093206;Bragança Paulista;SP;BPS;24.98;10
0012405641293;Paulo Afonso;BA;JET;21.13;9
0012405641293;Paulo Afonso;BA;BPS;85;15
0012405699468;Colombo;PR;JET;11.01;4
0012405699468;Colombo;PR;BPS;23.47;8
0012405699468;Colombo;PR;NEX;8.53;3
0012405777695;Saquarema;RJ;BPS;30.51;10
0012405782075;Abreu e Lima;PE;JET;23.27;11
0012405782075;Abreu e Lima;PE;BPS;34.73;12
0012405453028;São João de Meriti;RJ;JET;12.84;7
0012405453028;São João de Meriti;RJ;BPS;34.52;9
0012405561767;Corumbá;MS;JET;15.75;11
0012405561767;Corumbá;MS;BPS;66.54;12
0012405590452;Sanclerlândia;GO;JET;15.56;18
0012405590452;Sanclerlândia;GO;BPS;97.64;11
0012405980542;São Paulo;SP;JET;15.03;3
0012405980542;São Paulo;SP;BPS;23.27;11
0012405237009;Jundiaí;SP;JET;10.6;5
0012405237009;Jundiaí;SP;BPS;21.6;10
0012405948098;Batatais;SP;JET;12.13;5
0012405948098;Batatais;SP;BPS;27.61;9
0012405353544;Campos dos Goytacazes;RJ;JET;10.85;6
0012405353544;Campos dos Goytacazes;RJ;BPS;19.16;10
0012405098531;Manaus;AM;JET;25.71;12
0012405098531;Manaus;AM;BPS;40.01;26
0012405204634;Sete Lagoas;MG;JET;14.57;6
0012405204634;Sete Lagoas;MG;BPS;27.03;10
0012405317371;Cabixi;RO;JET;34.48;27
0012405317371;Cabixi;RO;BPS;110.75;26
0012405356210;Paracambi;RJ;JET;12;7
0012405356210;Paracambi;RJ;BPS;23.81;11
0012405213991;Macatuba;SP;JET;12.69;6
0012405213991;Macatuba;SP;BPS;27.05;9
0012405616537;Cedral;SP;JET;12.6;6
0012405616537;Cedral;SP;BPS;23.02;9
0012405479031;Salvador;BA;JET;13.83;8
0012405479031;Salvador;BA;BPS;30.84;11
0012405392408;Várzea Grande;MT;JET;16.76;8
0012405392408;Várzea Grande;MT;BPS;34;10
0012405741898;Maceió;AL;JET;21.15;9
0012405741898;Maceió;AL;BPS;31.47;12
0012405034776;Rio de Janeiro;RJ;JET;12.91;4
0012405034776;Rio de Janeiro;RJ;BPS;39.28;9
0012405219612;Rio de Janeiro;RJ;JET;11.52;4
0012405219612;Rio de Janeiro;RJ;BPS;34.21;9
0012405616075;Rio de Janeiro;RJ;JET;10.23;4
0012405616075;Rio de Janeiro;RJ;BPS;33.81;9
0012405886110;Monte Mor;SP;JET;13.44;5
0012405886110;Monte Mor;SP;BPS;25.55;9
0012405812717;Carapicuíba;SP;JET;15.1;4
0012405812717;Carapicuíba;SP;BPS;23.32;11
0012405845917;Goiânia;GO;JET;12.69;6
0012405845917;Goiânia;GO;BPS;23.6;10
0012405001799;Ribeirão Preto;SP;JET;12.43;4
0012405001799;Ribeirão Preto;SP;BPS;25.21;9
0012405869189;São Paulo;SP;JET;12.5;4
0012405869189;São Paulo;SP;BPS;22.61;11
0012405349766;Aracati;CE;JET;20.98;16
0012405349766;Aracati;CE;BPS;92.81;16
0012405655228;Fazenda Rio Grande;PR;JET;14.66;4
0012405655228;Fazenda Rio Grande;PR;BPS;23.47;8
0012405655228;Fazenda Rio Grande;PR;NEX;8.53;3
0012405253193;Campo Grande;MS;JET;13.41;10
0012405253193;Campo Grande;MS;BPS;26.99;10
0012405366379;Manaus;AM;JET;25.71;12
0012405366379;Manaus;AM;BPS;40.01;26
0012405331763;Campinas;SP;JET;15.7;3
0012405331763;Campinas;SP;BPS;23.59;9
0012405613245;Araci;BA;JET;16.6;10
0012405613245;Araci;BA;BPS;79.28;18
0012405310810;Embu das Artes;SP;JET;11.51;4
0012405310810;Embu das Artes;SP;BPS;22.46;11
0012405777416;Ribeirão Preto;SP;JET;12.54;4
0012405777416;Ribeirão Preto;SP;BPS;25.24;9
0012405787078;Belo Horizonte;MG;JET;12.35;5
0012405787078;Belo Horizonte;MG;BPS;26.3;9
0012405970706;Uberaba;MG;JET;14.53;7
0012405970706;Uberaba;MG;BPS;26.89;8
0012405383202;São João da Barra;RJ;JET;14.1;7
0012405383202;São João da Barra;RJ;BPS;30.08;13
0012405627698;Peruíbe;SP;JET;11.77;6
0012405627698;Peruíbe;SP;BPS;21.6;13
0012405482489;Ananindeua;PA;JET;25.51;14
0012405482489;Ananindeua;PA;BPS;35.18;13
0012405679307;Araucária;PR;JET;13.04;4
0012405679307;Araucária;PR;BPS;23.9;8
0012405679307;Araucária;PR;NEX;9.01;3
0012405786231;Chaval;CE;JET;20.94;15
0012405786231;Chaval;CE;BPS;92.7;14
0012405192418;Rio de Janeiro;RJ;JET;12.19;4
0012405192418;Rio de Janeiro;RJ;BPS;39.08;9
0012405472553;Fortaleza;CE;JET;18.08;9
0012405472553;Fortaleza;CE;BPS;32.04;12
0012405126298;Perdões;MG;JET;12.89;8
0012405126298;Perdões;MG;BPS;27.73;11
0012405851741;Salvador;BA;JET;13.55;8
0012405851741;Salvador;BA;BPS;30.74;11
0012405435890;Linhares;ES;JET;16.85;8
0012405435890;Linhares;ES;BPS;28.54;10
0012405629473;São Paulo;SP;JET;16.77;3
0012405629473;São Paulo;SP;BPS;23.59;11
0012405067981;Cuiabá;MT;JET;16.57;9
0012405067981;Cuiabá;MT;BPS;31.31;10
0012405569155;Rio de Janeiro;RJ;JET;14.04;5
0012405569155;Rio de Janeiro;RJ;BPS;39.58;9
0012405644230;Paranacity;PR;JET;13.72;9
0012405644230;Paranacity;PR;BPS;20.96;12
0012405056899;Sorocaba;SP;JET;10.56;4
0012405056899;Sorocaba;SP;BPS;20.77;9
0012405428067;Ananindeua;PA;JET;17.97;14
0012405428067;Ananindeua;PA;BPS;19.48;13
0012405930045;São Luís;MA;JET;18.96;11
0012405930045;São Luís;MA;BPS;32.11;20
0012405708378;São Cristóvão;SE;JET;19.78;13
0012405708378;São Cristóvão;SE;BPS;34.56;13
0012405835515;Campo Grande;MS;JET;13.22;10
0012405835515;Campo Grande;MS;BPS;26.85;10
0012405140156;Aracaju;SE;JET;17.13;8
0012405140156;Aracaju;SE;BPS;30.72;12
0012405234329;Capivari;SP;JET;11.15;6
0012405234329;Capivari;SP;BPS;21.59;9
0012405848868;Angatuba;SP;JET;11.77;6
0012405848868;Angatuba;SP;BPS;21.6;13
0012405818432;Parnamirim;RN;JET;21.05;11
0012405818432;Parnamirim;RN;BPS;32.69;12
0012405673097;Manaus;AM;JET;18.3;12
0012405673097;Manaus;AM;BPS;19.56;26
0012405875787;Campinas;SP;JET;15.74;4
0012405875787;Campinas;SP;BPS;23.6;9
0012405706118;Fortaleza;CE;JET;20.98;9
0012405706118;Fortaleza;CE;BPS;32.6;12
0012405180697;Fortaleza;CE;JET;17.66;9
0012405180697;Fortaleza;CE;BPS;31.67;12
0012405673495;Itapevi;SP;JET;12.24;4
0012405673495;Itapevi;SP;BPS;22.51;11
0012405106870;Jundiaí;SP;JET;10.18;5
0012405106870;Jundiaí;SP;BPS;24.59;10
0012405636592;Recife;PE;JET;24.48;7
0012405636592;Recife;PE;BPS;30.46;12
0012405082249;Cariacica;ES;JET;11.51;6
0012405082249;Cariacica;ES;BPS;25.73;9
0012405898425;Pirapora do Bom Jesus;SP;JET;11.75;4
0012405898425;Pirapora do Bom Jesus;SP;BPS;21.59;11
0012405849776;Arraial D'Ajuda;BA;JET;14.24;9
0012405849776;Arraial D'Ajuda;BA;BPS;66.52;18
0012405401686;Águas de Lindóia;SP;JET;11.75;6
0012405401686;Águas de Lindóia;SP;BPS;21.59;9
0012405123670;Maracanaú;CE;JET;20.17;12
0012405123670;Maracanaú;CE;BPS;35.11;12
0012405136516;Lagoa Santa;MG;JET;12.18;7
0012405136516;Lagoa Santa;MG;BPS;21.64;11
0012405617792;Ponte Nova;MG;JET;12.91;8
0012405617792;Ponte Nova;MG;BPS;26.25;12
0012405171038;Rio Negro;PR;JET;13.91;5
0012405171038;Rio Negro;PR;BPS;21.14;10
0012405297950;Belo Horizonte;MG;JET;8.83;5
0012405297950;Belo Horizonte;MG;BPS;20.02;9
0012405542340;Cubatão;SP;JET;12.19;5
0012405542340;Cubatão;SP;BPS;26.41;9
0012405895596;Ribeirão Preto;SP;JET;11.28;4
0012405895596;Ribeirão Preto;SP;BPS;20.75;9
0012405502842;Joinville;SC;JET;9.11;2
0012405502842;Joinville;SC;BPS;20.97;7
0012405121934;Eunápolis;BA;JET;16.53;10
0012405121934;Eunápolis;BA;BPS;79.28;18
0012405049595;São Paulo;SP;JET;14.72;4
0012405049595;São Paulo;SP;BPS;23.19;11
0012405196848;Goiânia;GO;JET;11.25;6
0012405196848;Goiânia;GO;BPS;18.22;10
0012405428879;Cuiabá;MT;JET;14.68;8
0012405428879;Cuiabá;MT;BPS;30.81;10
0012405765877;Cabo Frio;RJ;JET;12.01;6
0012405765877;Cabo Frio;RJ;BPS;29.78;11
0012405445782;Tracunhaém;PE;JET;14.66;10
0012405445782;Tracunhaém;PE;BPS;66.08;14
0012405675706;Valparaíso de Goiás;GO;JET;14.71;8
0012405675706;Valparaíso de Goiás;GO;BPS;97.4;10
0012405357268;Fortaleza;CE;JET;20.04;9
0012405357268;Fortaleza;CE;BPS;31.77;12
0012405630889;Cabo Frio;RJ;JET;10.85;6
0012405630889;Cabo Frio;RJ;BPS;21.59;11
0012405039469;Cândido Sales;BA;JET;14.08;10
0012405039469;Cândido Sales;BA;BPS;66.43;13
0012405002780;Vila Velha;ES;JET;11.15;6
0012405002780;Vila Velha;ES;BPS;25.66;9
0012405516413;Ribeirão Preto;SP;JET;11.8;4
0012405516413;Ribeirão Preto;SP;BPS;22.49;9
0012405383774;Santa Leopoldina;ES;JET;12.06;9
0012405383774;Santa Leopoldina;ES;BPS;20.43;13
0012405558493;Santa Fé do Sul;SP;JET;11.98;6
0012405558493;Santa Fé do Sul;SP;BPS;23.02;11
0012405735291;Salvador;BA;JET;12;7
0012405735291;Salvador;BA;BPS;19.74;11
0012405700334;Poço Verde;SE;JET;18.12;13
0012405700334;Poço Verde;SE;BPS;92.6;13
0012405708800;Patrocínio;MG;JET;13.23;8
0012405708800;Patrocínio;MG;BPS;24.45;10
0012405050305;Guararema;SP;JET;13.1;5
0012405050305;Guararema;SP;BPS;26.92;9
0012405179362;Sorocaba;SP;JET;12.54;4
0012405179362;Sorocaba;SP;BPS;22.58;9
0012405636007;Rio de Janeiro;RJ;JET;10.77;4
0012405636007;Rio de Janeiro;RJ;BPS;34;9
0012405066371;Cabo Frio;RJ;JET;12.8;6
0012405066371;Cabo Frio;RJ;BPS;30.01;11
0012405343488;Sorocaba;SP;JET;12.54;4
0012405343488;Sorocaba;SP;BPS;22.58;9
0012405525785;Campo Grande;MS;JET;13.76;10
0012405525785;Campo Grande;MS;BPS;27.26;10
0012405072007;Agudos;SP;JET;12.47;6
0012405072007;Agudos;SP;BPS;27.31;9
0012405739268;São Paulo;SP;JET;12.42;3
0012405739268;São Paulo;SP;BPS;22.59;11
0012405320899;Nova Odessa;SP;JET;12;5
0012405320899;Nova Odessa;SP;BPS;24.98;9
0012405232838;Anápolis;GO;JET;10.78;9
0012405232838;Anápolis;GO;BPS;84.17;10
0012405408197;São Carlos;SP;JET;12.63;5
0012405408197;São Carlos;SP;BPS;22.73;9
0012405094042;Barbalha;CE;BPS;31.67;11
0012405722689;Teófilo Otoni;MG;JET;14.97;7
0012405722689;Teófilo Otoni;MG;BPS;32.37;11
0012405025166;Rio de Janeiro;RJ;JET;13.56;4
0012405025166;Rio de Janeiro;RJ;BPS;34.77;9
0012405133524;Praia Grande;SP;JET;11.94;5
0012405133524;Praia Grande;SP;BPS;26.49;9
0012405373215;Ladário;MS;JET;15.86;13
0012405373215;Ladário;MS;BPS;66.55;12
0012405064485;Esperança;PB;JET;16.59;14
0012405064485;Esperança;PB;BPS;42.66;18
0012405147524;Beberibe;CE;JET;24.44;14
0012405147524;Beberibe;CE;BPS;94.72;14
0012405904591;Ribeirão Preto;SP;JET;10.76;4
0012405904591;Ribeirão Preto;SP;BPS;20.83;9
0012405202952;São João Del Rei;MG;JET;11.99;7
0012405202952;São João Del Rei;MG;BPS;21.59;12
0012405022594;Serra;ES;JET;11.48;7
0012405022594;Serra;ES;BPS;23.46;9
0012405975632;Jupi;PE;JET;15.34;13
0012405975632;Jupi;PE;BPS;66.67;15
0012405505104;Eusébio;CE;JET;20.85;13
0012405505104;Eusébio;CE;BPS;35;13
0012405527523;Teresina;PI;JET;22.61;11
0012405527523;Teresina;PI;BPS;31.55;19
0012405004645;São João da Mata;MG;JET;14.24;8
0012405004645;São João da Mata;MG;BPS;26.67;14
0012405896983;Bom Jesus da Lapa;BA;JET;16.62;10
0012405896983;Bom Jesus da Lapa;BA;BPS;79.29;14
0012405930681;Loanda;PR;JET;13.68;6
0012405930681;Loanda;PR;BPS;20.95;11
0012405807726;Neves Paulista;SP;JET;11.77;6
0012405807726;Neves Paulista;SP;BPS;21.6;10
0012405802861;Ribeirão Preto;SP;JET;13.61;4
0012405802861;Ribeirão Preto;SP;BPS;23.63;9
0012405758484;João Pessoa;PB;JET;17.95;9
0012405758484;João Pessoa;PB;BPS;31.29;12
0012405139015;Sorriso;MT;JET;18.75;12
0012405139015;Sorriso;MT;BPS;124.91;17
0012405719441;Niterói;RJ;JET;10.71;5
0012405719441;Niterói;RJ;BPS;34.82;9
0012405904905;Betim;MG;JET;10.56;5
0012405904905;Betim;MG;BPS;21.51;10
0012405176303;Águas Lindas de Goiás;GO;JET;15.18;9
0012405176303;Águas Lindas de Goiás;GO;BPS;97.57;12
0012405242596;Rio das Ostras;RJ;JET;14.49;7
0012405242596;Rio das Ostras;RJ;BPS;30.33;9
0012405050386;Nova Iguaçu;RJ;JET;11.65;6
0012405050386;Nova Iguaçu;RJ;BPS;41.59;9
0012405588213;Iracemápolis;SP;JET;13.84;6
0012405588213;Iracemápolis;SP;BPS;26.67;10
0012405904182;Mogi das Cruzes;SP;JET;11.94;5
0012405904182;Mogi das Cruzes;SP;BPS;22.58;11
0012405561826;Presidente Venceslau;SP;JET;12.13;8
0012405561826;Presidente Venceslau;SP;BPS;23.79;10
0012405933377;São João da Barra;RJ;JET;14.1;7
0012405933377;São João da Barra;RJ;BPS;30.08;13
0012405344686;Natal;RN;JET;14.48;9
0012405344686;Natal;RN;BPS;19.81;12
0012405156245;Foz do Iguaçu;PR;JET;11.01;7
0012405156245;Foz do Iguaçu;PR;BPS;30.6;10
0012405073595;Carlos Chagas;MG;JET;12.89;8
0012405073595;Carlos Chagas;MG;BPS;31.72;12
0012405226646;Itu;SP;JET;12.74;5
0012405226646;Itu;SP;BPS;24.7;9
0012405813361;Uberaba;MG;JET;10.88;7
0012405813361;Uberaba;MG;BPS;20.78;8
0012405717651;Barretos;SP;JET;11.34;5
0012405717651;Barretos;SP;BPS;21.6;9
0012405513050;Porto Firme;MG;JET;10.44;8
0012405513050;Porto Firme;MG;BPS;20.83;14
0012405078826;Várzea Paulista;SP;JET;17.07;6
0012405078826;Várzea Paulista;SP;BPS;26.17;10
0012405067307;São José dos Campos;SP;JET;11.75;4
0012405067307;São José dos Campos;SP;BPS;22.7;9
0012405775443;Belém;PA;JET;19.52;13
0012405775443;Belém;PA;BPS;35.36;13
0012405842253;Recife;PE;JET;17.81;7
0012405842253;Recife;PE;BPS;30.78;12
0012405926660;Salvador;BA;JET;13.51;7
0012405926660;Salvador;BA;BPS;30.72;11
0012405994384;Salvador;BA;JET;13.51;8
0012405994384;Salvador;BA;BPS;30.72;11
0012405678864;Feira de Santana;BA;JET;16.02;7
0012405678864;Feira de Santana;BA;BPS;30.74;11
0012405715327;Rio de Janeiro;RJ;JET;10.73;4
0012405715327;Rio de Janeiro;RJ;BPS;33.99;9
0012405389301;Salvador;BA;JET;11.01;7
0012405389301;Salvador;BA;BPS;19.42;11
0012405504560;Itamaraju;BA;JET;16.96;10
0012405504560;Itamaraju;BA;BPS;79.61;18
0012405737501;Nova Venécia;ES;JET;12.74;8
0012405737501;Nova Venécia;ES;BPS;26.73;12
0012405933781;Manaus;AM;JET;25.75;12
0012405933781;Manaus;AM;BPS;40.02;26
0012405268760;Ibiúna;SP;JET;10.02;5
0012405268760;Ibiúna;SP;BPS;21.01;11
0012405285865;Salvador;BA;JET;13.55;8
0012405285865;Salvador;BA;BPS;30.74;11
0012405218609;Itaberaí;GO;JET;14.84;10
0012405218609;Itaberaí;GO;BPS;97.39;11
0012405329265;Porto Nacional;TO;JET;29.2;14
0012405329265;Porto Nacional;TO;BPS;38.77;14
0012405204979;São Paulo;SP;JET;10.53;4
0012405204979;São Paulo;SP;BPS;20.76;11
0012405050319;Juiz de Fora;MG;JET;15.7;6
0012405050319;Juiz de Fora;MG;BPS;28.35;9
0012405807047;Goiânia;GO;JET;11.25;6
0012405807047;Goiânia;GO;BPS;20.51;10
0012405029360;Belém;PA;JET;23.14;13
0012405029360;Belém;PA;BPS;36.02;13
0012405871163;Serra;ES;JET;12.88;7
0012405871163;Serra;ES;BPS;23.87;9
0012405073185;Goiânia;GO;JET;12.71;6
0012405073185;Goiânia;GO;BPS;23.61;10
0012405733323;Caldas Novas;GO;JET;14.02;9
0012405733323;Caldas Novas;GO;BPS;97.39;11
0012405527239;Alagoinhas;BA;JET;18.52;9
0012405527239;Alagoinhas;BA;BPS;84.68;15
0012405516633;Caruaru;PE;JET;19.46;9
0012405516633;Caruaru;PE;BPS;31.12;12
0012405073833;Goiânia;GO;JET;14.6;6
0012405073833;Goiânia;GO;BPS;24.95;10
0012405319467;Rio Bonito;RJ;JET;12.13;7
0012405319467;Rio Bonito;RJ;BPS;41.67;9
0012405610668;Santa Cruz do Rio Pardo;SP;JET;11.15;7
0012405610668;Santa Cruz do Rio Pardo;SP;BPS;21.59;9
0012405649751;Pirassununga;SP;JET;12.47;5
0012405649751;Pirassununga;SP;BPS;27.82;9
0012405607399;São Paulo;SP;JET;10.53;3
0012405607399;São Paulo;SP;BPS;20.76;11
0012405086151;Cornélio Procópio;PR;JET;14.98;6
0012405086151;Cornélio Procópio;PR;BPS;27.77;11
0012405015855;Prudentópolis;PR;JET;13.87;6
0012405015855;Prudentópolis;PR;BPS;21;12
0012405435527;Arapiraca;AL;JET;19.61;12
0012405435527;Arapiraca;AL;BPS;92.92;13
0012405749493;Andradina;SP;JET;11.16;6
0012405749493;Andradina;SP;BPS;21.6;9
0012405317666;Cascavel;PR;JET;11.61;5
0012405317666;Cascavel;PR;BPS;26.59;9
0012405829497;São José dos Campos;SP;JET;10.6;5
0012405829497;São José dos Campos;SP;BPS;20.78;9
0012405266646;Campinas;SP;JET;12.02;4
0012405266646;Campinas;SP;BPS;22.76;9
0012405573232;Novais;SP;JET;13.1;7
0012405573232;Novais;SP;BPS;23.32;10
0012405862907;Surubim;PE;JET;19.03;10
0012405862907;Surubim;PE;BPS;85.12;14
0012405264658;Rio de Janeiro;RJ;JET;12.71;4
0012405264658;Rio de Janeiro;RJ;BPS;39.23;9
0012405441952;Rio de Janeiro;RJ;JET;11.65;4
0012405441952;Rio de Janeiro;RJ;BPS;36.3;9
0012405173190;São Paulo;SP;JET;10.1;4
0012405173190;São Paulo;SP;BPS;18.76;11
0012405716806;Trindade;GO;JET;17.56;9
0012405716806;Trindade;GO;BPS;27.13;10
0012405878770;Rio Bonito;RJ;JET;11.2;7
0012405878770;Rio Bonito;RJ;BPS;34.81;9
0012405740993;Cuiabá;MT;JET;13.74;8
0012405740993;Cuiabá;MT;BPS;30.48;10
0012405549830;São Paulo;SP;JET;10.86;3
0012405549830;São Paulo;SP;BPS;18.97;11
0012405111598;Altamira;PA;JET;21.08;17
0012405111598;Altamira;PA;BPS;170.92;20
0012405445569;Teotônio Vilela;AL;JET;15.78;12
0012405445569;Teotônio Vilela;AL;BPS;75.75;15
0012405974278;Maringá;PR;JET;11.3;5
0012405974278;Maringá;PR;BPS;26.65;9
0012405428673;Prata do Piauí;PI;JET;18.44;22
0012405428673;Prata do Piauí;PI;BPS;92.99;20
0012405912924;Guarujá;SP;JET;12.74;5
0012405912924;Guarujá;SP;BPS;26.72;9
0012405715994;Tanguá;RJ;JET;12.69;7
0012405715994;Tanguá;RJ;BPS;41.59;11
0012405089593;Rio de Janeiro;RJ;JET;10.73;4
0012405089593;Rio de Janeiro;RJ;BPS;32.38;9
0012405608896;Guaratinguetá;SP;JET;12.8;5
0012405608896;Guaratinguetá;SP;BPS;26.79;9
0012405023714;Rio de Janeiro;RJ;JET;14.23;4
0012405023714;Rio de Janeiro;RJ;BPS;39.64;9
0012405422640;São Vicente;SP;JET;10.8;5
0012405422640;São Vicente;SP;BPS;21.59;9
0012405495641;São Carlos;SP;JET;12.74;5
0012405495641;São Carlos;SP;BPS;22.76;9
0012405829951;Castanhal;PA;JET;27.42;15
0012405829951;Castanhal;PA;BPS;39.28;15
